k,h,s,yD,pplant_mw
96,98,3,0,0.0000000000
96,99,1,0,0.0000000000
96,99,2,0,0.0000000000
96,99,3,0,0.0000000000
96,100,1,0,0.0000000000
96,100,2,0,0.0000000000
96,100,3,0,0.0000000000
96,101,1,0,0.0000000000
96,101,2,0,0.0000000000
96,101,3,0,0.0000000000
96,102,1,0,0.0000000000
96,102,2,0,0.0000000000
96,102,3,0,0.0000000000
96,103,1,0,0.0000000000
96,103,2,0,0.0000000000
96,103,3,0,0.0000000000
96,104,1,0,0.0000000000
96,104,2,0,0.0000000000
96,104,3,0,0.0000000000
96,105,1,0,0.0000000000
96,105,2,0,0.0000000000
96,105,3,0,0.0000000000
96,106,1,0,0.0000000000
96,106,2,0,0.0000000000
96,106,3,0,0.0000000000
96,107,1,0,0.0000000000
96,107,2,0,0.0000000000
96,107,3,0,0.0000000000
96,108,1,0,0.0000000000
96,108,2,0,0.0000000000
96,108,3,0,0.0000000000
96,109,1,0,0.0000000000
96,109,2,0,0.0000000000
96,109,3,0,0.0000000000
96,110,1,0,0.0000000000
96,110,2,0,0.0000000000
96,110,3,0,0.0000000000
96,111,1,0,0.0000000000
96,111,2,0,0.0000000000
96,111,3,0,0.0000000000
96,112,1,0,0.0000000000
96,112,2,0,0.0000000000
96,112,3,0,0.0000000000
96,113,1,0,0.0000000000
96,113,2,0,0.0000000000
96,113,3,0,0.0000000000
96,114,1,0,0.0000000000
96,114,2,0,0.0000000000
96,114,3,0,0.0000000000
96,115,1,0,0.0000000000
96,115,2,0,0.0000000000
96,115,3,0,0.0000000000
96,116,1,0,0.0000000000
96,116,2,0,0.0000000000
96,116,3,0,0.0000000000
96,117,1,0,0.0000000000
96,117,2,0,0.0000000000
96,117,3,0,0.0000000000
96,118,1,0,0.0000000000
96,118,2,0,0.0000000000
96,118,3,0,0.0000000000
96,119,1,0,0.0000000000
96,119,2,0,0.0000000000
96,119,3,0,0.0000000000
96,120,1,0,0.0000000000
96,120,2,0,0.0000000000
96,120,3,0,0.0000000000
96,121,1,0,0.0000000000
96,121,2,0,0.0000000000
96,121,3,0,0.0000000000
96,122,1,0,0.0000000000
96,122,2,0,0.0000000000
96,122,3,0,0.0000000000
96,123,1,0,0.0000000000
96,123,2,0,0.0000000000
96,123,3,0,0.0000000000
96,124,1,0,0.0000000000
96,124,2,0,0.0000000000
96,124,3,0,0.0000000000
96,125,1,0,0.0000000000
96,125,2,0,0.0000000000
96,125,3,0,0.0000000000
96,126,1,0,0.0000000000
96,126,2,0,0.0000000000
96,126,3,0,0.0000000000
96,127,1,0,0.0000000000
96,127,2,0,0.0000000000
96,127,3,0,0.0000000000
96,128,1,0,0.0000000000
96,128,2,0,0.0000000000
96,128,3,0,0.0000000000
96,129,1,0,0.0000000000
96,129,2,0,0.0000000000
96,129,3,0,0.0000000000
96,130,1,0,0.0000000000
96,130,2,0,0.0000000000
96,130,3,0,0.0000000000
96,131,1,0,0.0000000000
96,131,2,0,0.0000000000
96,131,3,0,0.0000000000
96,132,1,0,0.0000000000
96,132,2,0,0.0000000000
96,132,3,0,0.0000000000
96,133,1,0,0.0000000000
96,133,2,0,0.0000000000
96,133,3,0,0.0000000000
96,134,1,0,0.0000000000
96,134,2,0,0.0000000000
96,134,3,0,0.0000000000
96,135,1,0,0.0000000000
96,135,2,0,0.0000000000
96,135,3,0,0.0000000000
96,136,1,0,0.0000000000
96,136,2,0,0.0000000000
96,136,3,0,0.0000000000
96,137,1,0,0.0000000000
96,137,2,0,0.0000000000
96,137,3,0,0.0000000000
96,138,1,0,0.0000000000
96,138,2,0,0.0000000000
96,138,3,0,0.0000000000
96,139,1,0,0.0000000000
96,139,2,0,0.0000000000
96,139,3,0,0.0000000000
96,140,1,0,0.0000000000
96,140,2,0,0.0000000000
96,140,3,0,0.0000000000
96,141,1,0,0.0000000000
96,141,2,0,0.0000000000
96,141,3,0,0.0000000000
96,142,1,0,0.0000000000
96,142,2,0,0.0000000000
96,142,3,0,0.0000000000
96,143,1,0,0.0000000000
96,143,2,0,0.0000000000
96,143,3,0,0.0000000000
96,144,1,0,0.0000000000
96,144,2,0,0.0000000000
96,144,3,0,0.0000000000
96,145,1,0,0.0000000000
96,145,2,0,0.0000000000
96,145,3,0,0.0000000000
96,146,1,0,0.0000000000
96,146,2,0,0.0000000000
96,146,3,0,0.0000000000
96,147,1,0,0.0000000000
96,147,2,0,0.0000000000
96,147,3,0,0.0000000000
96,148,1,0,0.0000000000
96,148,2,0,0.0000000000
96,148,3,0,0.0000000000
96,149,1,0,0.0000000000
96,149,2,0,0.0000000000
96,149,3,0,0.0000000000
96,150,1,0,0.0000000000
96,150,2,0,0.0000000000
96,150,3,0,0.0000000000
96,151,1,0,0.0000000000
96,151,2,0,0.0000000000
96,151,3,0,0.0000000000
96,152,1,0,0.0000000000
96,152,2,0,0.0000000000
96,152,3,0,0.0000000000
96,153,1,0,0.0000000000
96,153,2,0,0.0000000000
96,153,3,0,0.0000000000
96,154,1,0,0.0000000000
96,154,2,0,0.0000000000
96,154,3,0,0.0000000000
96,155,1,0,0.0000000000
96,155,2,0,0.0000000000
96,155,3,0,0.0000000000
96,156,1,0,0.0000000000
96,156,2,0,0.0000000000
96,156,3,0,0.0000000000
96,157,1,0,0.0000000000
96,157,2,0,0.0000000000
96,157,3,0,0.0000000000
96,158,1,0,0.0000000000
96,158,2,0,0.0000000000
96,158,3,0,0.0000000000
96,159,1,0,0.0000000000
96,159,2,0,0.0000000000
96,159,3,0,0.0000000000
96,160,1,0,0.0000000000
96,160,2,0,0.0000000000
96,160,3,0,0.0000000000
96,161,1,0,0.0000000000
96,161,2,0,0.0000000000
96,161,3,0,0.0000000000
96,162,1,0,0.0000000000
96,162,2,0,0.0000000000
96,162,3,0,0.0000000000
96,163,1,0,0.0000000000
96,163,2,0,0.0000000000
96,163,3,0,0.0000000000
96,164,1,0,0.0000000000
96,164,2,0,0.0000000000
96,164,3,0,0.0000000000
96,165,1,0,0.0000000000
96,165,2,0,0.0000000000
96,165,3,0,0.0000000000
96,166,1,0,0.0000000000
96,166,2,0,0.0000000000
96,166,3,0,0.0000000000
96,167,1,0,0.0000000000
96,167,2,0,0.0000000000
96,167,3,0,0.0000000000
96,168,1,0,0.0000000000
96,168,2,0,0.0000000000
96,168,3,0,0.0000000000
97,1,1,1,643.3590682093
97,1,2,1,565.3174616235
97,1,3,1,0.0000000000
97,2,1,1,359.1268549269
97,2,2,1,0.0000000000
97,2,3,1,229.7920473865
97,3,1,1,372.8065513246
97,3,2,1,273.0210821469
97,3,3,1,103.4408806895
97,4,1,1,490.7807464405
97,4,2,1,660.4891156035
97,4,3,1,227.8319505270
97,5,1,1,0.0000000000
97,5,2,1,591.6584209602
97,5,3,1,330.5474418074
97,6,1,1,120.8329055171
97,6,2,1,515.8904766923
97,6,3,1,0.0000000000
97,7,1,1,489.8632433954
97,7,2,1,615.4064996897
97,7,3,1,0.0000000000
97,8,1,1,434.6478092087
97,8,2,1,517.6304579160
97,8,3,1,29.7384190190
97,9,1,1,436.7502882039
97,9,2,1,496.5476751643
97,9,3,1,667.2544233740
97,10,1,1,433.7334732587
97,10,2,1,571.9301588504
97,10,3,1,225.5467943526
97,11,1,1,443.7754656918
97,11,2,1,628.8496341239
97,11,3,1,516.1949733470
97,12,1,1,468.6064608578
97,12,2,1,624.9712456499
97,12,3,1,611.4114685519
97,13,1,1,497.4176657761
97,13,2,1,654.8027569290
97,13,3,1,134.8094950806
97,14,1,1,604.5295169294
97,14,2,1,360.2150377572
97,14,3,1,204.0211930493
97,15,1,1,466.4533754247
97,15,2,1,272.0123190539
97,15,3,1,171.9136335569
97,16,1,1,0.0000000000
97,16,2,1,0.0000000000
97,16,3,1,86.3229581372
97,17,1,1,0.0000000000
97,17,2,1,0.0000000000
97,17,3,1,236.8347030856
97,18,1,1,0.0000000000
97,18,2,1,0.0000000000
97,18,3,1,0.0000000000
97,19,1,1,0.0000000000
97,19,2,1,0.0000000000
97,19,3,1,0.0000000000
97,20,1,1,292.0786573640
97,20,2,1,0.0000000000
97,20,3,1,0.0000000000
97,21,1,1,197.1045474894
97,21,2,1,168.4005766527
97,21,3,1,0.0000000000
97,22,1,1,603.7713354560
97,22,2,1,616.7285968849
97,22,3,1,0.0000000000
97,23,1,1,662.2789869058
97,23,2,1,0.0000000000
97,23,3,1,0.0000000000
97,24,1,1,607.8246885198
97,24,2,1,171.6968544330
97,24,3,1,0.0000000000
97,25,1,1,622.5217378279
97,25,2,1,161.8533007625
97,25,3,1,0.0000000000
97,26,1,1,426.5444598677
97,26,2,1,501.7821205998
97,26,3,1,0.0000000000
97,27,1,1,238.3385594197
97,27,2,1,376.6695497761
97,27,3,1,0.0000000000
97,28,1,1,404.5157240511
97,28,2,1,0.0000000000
97,28,3,1,0.0000000000
97,29,1,1,0.0000000000
97,29,2,1,628.4925520871
97,29,3,1,0.0000000000
97,30,1,1,211.7522712717
97,30,2,1,579.6845047774
97,30,3,1,0.0000000000
97,31,1,1,597.9100121917
97,31,2,1,246.4535842595
97,31,3,1,0.0000000000
97,32,1,1,519.7329369112
97,32,2,1,0.0000000000
97,32,3,1,0.0000000000
97,33,1,1,559.1844541309
97,33,2,1,200.8159962378
97,33,3,1,242.8999815032
97,34,1,1,454.4577481549
97,34,2,1,435.0401777787
97,34,3,1,38.7285166876
97,35,1,1,442.6178945760
97,35,2,1,0.0000000000
97,35,3,1,411.8181307545
97,36,1,1,480.5688386027
97,36,2,1,0.0000000000
97,36,3,1,652.2325627496
97,37,1,1,568.8950043121
97,37,2,1,0.0000000000
97,37,3,1,276.7052791264
97,38,1,1,665.4215698928
97,38,2,1,484.1358021312
97,38,3,1,399.2383211174
97,39,1,1,578.9313000000
97,39,2,1,492.1107198357
97,39,3,1,177.8694285923
97,40,1,1,205.6180307704
97,40,2,1,444.3736562960
97,40,3,1,0.0000000000
97,41,1,1,51.8820424906
97,41,2,1,494.3838968287
97,41,3,1,0.0000000000
97,42,1,1,0.0000000000
97,42,2,1,492.1687197643
97,42,3,1,0.0000000000
97,43,1,1,0.0000000000
97,43,2,1,399.3352766348
97,43,3,1,0.0000000000
97,44,1,1,0.0000000000
97,44,2,1,209.3733083788
97,44,3,1,169.4914425771
97,45,1,1,0.0000000000
97,45,2,1,295.7732978073
97,45,3,1,407.9837163220
97,46,1,1,531.7717397371
97,46,2,1,638.7997895741
97,46,3,1,297.8372000000
97,47,1,1,628.1497745764
97,47,2,1,647.5708749387
97,47,3,1,404.3478438454
97,48,1,1,548.3881501340
97,48,2,1,645.5879401484
97,48,3,1,430.1058348837
97,49,1,1,670.8061197460
97,49,2,1,519.7329369112
97,49,3,1,0.0000000000
97,50,1,1,115.4808000000
97,50,2,1,0.0000000000
97,50,3,1,75.5389169801
97,51,1,1,26.2271923902
97,51,2,1,471.3179331625
97,51,3,1,131.1084124389
97,52,1,1,320.7064000000
97,52,2,1,0.0000000000
97,52,3,1,426.6405258793
97,53,1,1,0.0000000000
97,53,2,1,0.0000000000
97,53,3,1,409.4949030035
97,54,1,1,376.3184232992
97,54,2,1,488.7622177390
97,54,3,1,468.4179628721
97,55,1,1,0.0000000000
97,55,2,1,0.0000000000
97,55,3,1,437.3689485642
97,56,1,1,0.0000000000
97,56,2,1,380.1415145607
97,56,3,1,430.9745140620
97,57,1,1,357.9106051071
97,57,2,1,0.0000000000
97,57,3,1,430.9745140620
97,58,1,1,632.1467329879
97,58,2,1,0.0000000000
97,58,3,1,0.0000000000
97,59,1,1,557.6972527411
97,59,2,1,134.6090823255
97,59,3,1,435.3800526635
97,60,1,1,526.6348666301
97,60,2,1,409.5246151539
97,60,3,1,325.4141016716
97,61,1,1,569.8368989613
97,61,2,1,458.1780616114
97,61,3,1,0.0000000000
97,62,1,1,644.5381514213
97,62,2,1,0.0000000000
97,62,3,1,0.0000000000
97,63,1,1,608.1673206791
97,63,2,1,0.0000000000
97,63,3,1,0.0000000000
97,64,1,1,605.2585368458
97,64,2,1,439.2587619467
97,64,3,1,461.7599760649
97,65,1,1,619.5386000000
97,65,2,1,443.6183844331
97,65,3,1,452.2815744027
97,66,1,1,328.7247000000
97,66,2,1,450.8876430726
97,66,3,1,457.7371311795
97,67,1,1,0.0000000000
97,67,2,1,543.4185101250
97,67,3,1,510.4385321186
97,68,1,1,36.8767888879
97,68,2,1,47.8516391498
97,68,3,1,450.5831464178
97,69,1,1,267.7671673696
97,69,2,1,0.0000000000
97,69,3,1,438.6594356880
97,70,1,1,178.3974693110
97,70,2,1,0.0000000000
97,70,3,1,0.0000000000
97,71,1,1,483.3403073860
97,71,2,1,651.8575145183
97,71,3,1,0.0000000000
97,72,1,1,613.7734940790
97,72,2,1,26.2705627439
97,72,3,1,0.0000000000
97,73,1,1,550.0406902101
97,73,2,1,659.7309341300
97,73,3,1,467.9539681959
97,74,1,1,234.2622952390
97,74,2,1,355.5581721083
97,74,3,1,497.5771637975
97,75,1,1,0.0000000000
97,75,2,1,445.1843682473
97,75,3,1,488.2247602645
97,76,1,1,0.0000000000
97,76,2,1,25.7901470095
97,76,3,1,0.0000000000
97,77,1,1,0.0000000000
97,77,2,1,206.4726902658
97,77,3,1,445.1542810963
97,78,1,1,0.0000000000
97,78,2,1,0.0000000000
97,78,3,1,0.0000000000
97,79,1,1,0.0000000000
97,79,2,1,463.7671324363
97,79,3,1,490.2112394025
97,80,1,1,0.0000000000
97,80,2,1,492.5167157714
97,80,3,1,0.0000000000
97,81,1,1,175.8214989788
97,81,2,1,0.0000000000
97,81,3,1,441.1969093951
97,82,1,1,321.8770567000
97,82,2,1,495.1648722201
97,82,3,1,0.0000000000
97,83,1,1,339.0425990515
97,83,2,1,541.7462885589
97,83,3,1,437.6516955428
97,84,1,1,695.0557649046
97,84,2,1,494.9961907381
97,84,3,1,91.3042747644
97,85,1,1,633.5271689840
97,85,2,1,445.3776997584
97,85,3,1,163.8397810887
97,86,1,1,167.7863140594
97,86,2,1,454.6141046225
97,86,3,1,0.0000000000
97,87,1,1,56.0100141622
97,87,2,1,506.2719999423
97,87,3,1,34.7251844172
97,88,1,1,203.5443750733
97,88,2,1,539.5009056957
97,88,3,1,598.2599425595
97,89,1,1,0.0000000000
97,89,2,1,579.5784203011
97,89,3,1,212.0458251651
97,90,1,1,0.0000000000
97,90,2,1,655.1730990798
97,90,3,1,355.1962505109
97,91,1,1,0.0000000000
97,91,2,1,655.9108675821
97,91,3,1,398.1762151430
97,92,1,1,0.0000000000
97,92,2,1,180.8299220300
97,92,3,1,332.3924962633
97,93,1,1,529.6311614937
97,93,2,1,502.2692827971
97,93,3,1,400.6684286116
97,94,1,1,0.0000000000
97,94,2,1,593.0693172856
97,94,3,1,405.7896153264
97,95,1,1,283.2010328240
97,95,2,1,581.6222411147
97,95,3,1,411.1291275766
97,96,1,1,113.3695695446
97,96,2,1,650.2536704647
97,96,3,1,534.2170301592
97,97,1,1,0.0000000000
97,97,2,1,585.6333103366
97,97,3,1,457.0399843318
97,98,1,1,0.0000000000
97,98,2,1,0.0000000000
97,98,3,1,296.7310122549
97,99,1,1,0.0000000000
97,99,2,1,221.1854030158
97,99,3,1,92.7492027622
97,100,1,1,0.0000000000
97,100,2,1,244.0639485331
97,100,3,1,57.0333575383
97,101,1,1,0.0000000000
97,101,2,1,35.3206557510
97,101,3,1,0.0000000000
97,102,1,1,0.0000000000
97,102,2,1,400.8328017633
97,102,3,1,163.8335057565
97,103,1,1,0.0000000000
97,103,2,1,0.0000000000
97,103,3,1,0.0000000000
97,104,1,1,43.4007472765
97,104,2,1,107.3994568914
97,104,3,1,420.2134795635
97,105,1,1,0.0000000000
97,105,2,1,0.0000000000
97,105,3,1,551.6943746511
97,106,1,1,97.1455927845
97,106,2,1,0.0000000000
97,106,3,1,433.4763308105
97,107,1,1,508.4152983177
97,107,2,1,0.0000000000
97,107,3,1,265.2411698681
97,108,1,1,448.8068780762
97,108,2,1,142.5900154094
97,108,3,1,700.0311758756
97,109,1,1,419.6440967174
97,109,2,1,395.3883911360
97,109,3,1,551.5443210350
97,110,1,1,105.9654730610
97,110,2,1,350.7054859725
97,110,3,1,616.7770584157
97,111,1,1,0.0000000000
97,111,2,1,562.6837518681
97,111,3,1,669.7112218822
97,112,1,1,0.0000000000
97,112,2,1,274.6020513717
97,112,3,1,622.5192175320
97,113,1,1,0.0000000000
97,113,2,1,602.6340644340
97,113,3,1,435.3935410272
97,114,1,1,0.0000000000
97,114,2,1,0.0000000000
97,114,3,1,387.2984724311
97,115,1,1,0.0000000000
97,115,2,1,629.5951792790
97,115,3,1,361.8817208281
97,116,1,1,0.0000000000
97,116,2,1,0.0000000000
97,116,3,1,418.2665257925
97,117,1,1,0.0000000000
97,117,2,1,0.0000000000
97,117,3,1,84.5922171821
97,118,1,1,0.0000000000
97,118,2,1,575.7477955656
97,118,3,1,160.0739067630
97,119,1,1,0.0000000000
97,119,2,1,536.8764332839
97,119,3,1,45.8667117700
97,120,1,1,0.0000000000
97,120,2,1,476.7005199734
97,120,3,1,533.1788208956
97,121,1,1,330.4938018333
97,121,2,1,549.2989393599
97,121,3,1,534.9518192314
97,122,1,1,294.8210672399
97,122,2,1,666.2629553847
97,122,3,1,410.9900748003
97,123,1,1,414.1098423962
97,123,2,1,542.3003438855
97,123,3,1,150.1401700589
97,124,1,1,409.5206793661
97,124,2,1,476.5813797505
97,124,3,1,319.2987560925
97,125,1,1,0.0000000000
97,125,2,1,449.5396574331
97,125,3,1,450.1024232407
97,126,1,1,116.2931322338
97,126,2,1,560.6424951518
97,126,3,1,495.8812643552
97,127,1,1,242.7892691796
97,127,2,1,486.9949310330
97,127,3,1,0.0000000000
97,128,1,1,524.7788855492
97,128,2,1,0.0000000000
97,128,3,1,268.2728515885
97,129,1,1,403.9338020662
97,129,2,1,168.9614096186
97,129,3,1,597.0643496115
97,130,1,1,518.6164483851
97,130,2,1,323.6766101358
97,130,3,1,586.5256316457
97,131,1,1,451.1355905692
97,131,2,1,482.4828184241
97,131,3,1,616.0480373111
97,132,1,1,438.3670216586
97,132,2,1,456.4396361567
97,132,3,1,626.4292866708
97,133,1,1,466.0399871864
97,133,2,1,494.5611948381
97,133,3,1,550.1154415712
97,134,1,1,136.9715255815
97,134,2,1,527.7350734948
97,134,3,1,524.1698910516
97,135,1,1,232.8103849426
97,135,2,1,534.2514737174
97,135,3,1,609.9816171550
97,136,1,1,51.4975460171
97,136,2,1,524.6193863396
97,136,3,1,627.6248796188
97,137,1,1,0.0000000000
97,137,2,1,643.7508095790
97,137,3,1,555.3352272140
97,138,1,1,0.0000000000
97,138,2,1,0.0000000000
97,138,3,1,217.5863881381
97,139,1,1,0.0000000000
97,139,2,1,0.0000000000
97,139,3,1,0.0000000000
97,140,1,1,0.0000000000
97,140,2,1,25.7371833595
97,140,3,1,0.0000000000
97,141,1,1,0.0000000000
97,141,2,1,0.0000000000
97,141,3,1,0.0000000000
97,142,1,1,41.5546617845
97,142,2,1,591.8154024116
97,142,3,1,0.0000000000
97,143,1,1,414.0048644974
97,143,2,1,0.0000000000
97,143,3,1,0.0000000000
97,144,1,1,136.1576048365
97,144,2,1,0.0000000000
97,144,3,1,79.2060000000
97,145,1,1,533.3190000000
97,145,2,1,0.0000000000
97,145,3,1,86.7483013350
97,146,1,1,413.4626093878
97,146,2,1,0.0000000000
97,146,3,1,0.0000000000
97,147,1,1,586.7606835975
97,147,2,1,0.0000000000
97,147,3,1,0.0000000000
97,148,1,1,504.6095915735
97,148,2,1,0.0000000000
97,148,3,1,0.0000000000
97,149,1,1,0.0000000000
97,149,2,1,529.1706483657
97,149,3,1,67.5054435538
97,150,1,1,0.0000000000
97,150,2,1,511.4245225877
97,150,3,1,0.0000000000
97,151,1,1,0.0000000000
97,151,2,1,0.0000000000
97,151,3,1,0.0000000000
97,152,1,1,520.0064787719
97,152,2,1,236.7875826073
97,152,3,1,0.0000000000
97,153,1,1,329.7964822518
97,153,2,1,318.8986881579
97,153,3,1,605.9140317953
97,154,1,1,524.4797048219
97,154,2,1,517.2411781633
97,154,3,1,0.0000000000
97,155,1,1,637.7728424627
97,155,2,1,538.8302077053
97,155,3,1,513.4587409722
97,156,1,1,674.8876600384
97,156,2,1,526.7508652992
97,156,3,1,281.4118163682
97,157,1,1,652.6156959918
97,157,2,1,0.0000000000
97,157,3,1,354.1007503785
97,158,1,1,149.9720000000
97,158,2,1,637.3062694310
97,158,3,1,226.8215119896
97,159,1,1,247.0796000000
97,159,2,1,0.0000000000
97,159,3,1,0.0000000000
97,160,1,1,0.0000000000
97,160,2,1,0.0000000000
97,160,3,1,111.2142473792
97,161,1,1,0.0000000000
97,161,2,1,0.0000000000
97,161,3,1,295.2132905973
97,162,1,1,0.0000000000
97,162,2,1,248.2787885018
97,162,3,1,0.0000000000
97,163,1,1,0.0000000000
97,163,2,1,277.5388347292
97,163,3,1,0.0000000000
97,164,1,1,0.0000000000
97,164,2,1,0.0000000000
97,164,3,1,0.0000000000
97,165,1,1,0.0000000000
97,165,2,1,0.0000000000
97,165,3,1,0.0000000000
97,166,1,1,7.7364631759
97,166,2,1,418.5331209707
97,166,3,1,0.0000000000
97,167,1,1,339.7701812863
97,167,2,1,340.9949357914
97,167,3,1,0.0000000000
97,168,1,1,252.0252980999
97,168,2,1,333.5803125584
97,168,3,1,98.8765953488
98,1,1,0,0.0000000000
98,1,2,0,0.0000000000
98,1,3,0,0.0000000000
98,2,1,0,0.0000000000
98,2,2,0,0.0000000000
98,2,3,0,0.0000000000
98,3,1,0,0.0000000000
98,3,2,0,0.0000000000
98,3,3,0,0.0000000000
98,4,1,0,0.0000000000
98,4,2,0,0.0000000000
98,4,3,0,0.0000000000
98,5,1,0,0.0000000000
98,5,2,0,0.0000000000
98,5,3,0,0.0000000000
98,6,1,0,0.0000000000
98,6,2,0,0.0000000000
98,6,3,0,0.0000000000
98,7,1,0,0.0000000000
98,7,2,0,0.0000000000
98,7,3,0,0.0000000000
98,8,1,0,0.0000000000
98,8,2,0,0.0000000000
98,8,3,0,0.0000000000
98,9,1,0,0.0000000000
98,9,2,0,0.0000000000
98,9,3,0,0.0000000000
98,10,1,0,0.0000000000
98,10,2,0,0.0000000000
98,10,3,0,0.0000000000
98,11,1,0,0.0000000000
98,11,2,0,0.0000000000
98,11,3,0,0.0000000000
98,12,1,0,0.0000000000
98,12,2,0,0.0000000000
98,12,3,0,0.0000000000
98,13,1,0,0.0000000000
98,13,2,0,0.0000000000
98,13,3,0,0.0000000000
98,14,1,0,0.0000000000
98,14,2,0,0.0000000000
98,14,3,0,0.0000000000
98,15,1,0,0.0000000000
98,15,2,0,0.0000000000
98,15,3,0,0.0000000000
98,16,1,0,0.0000000000
98,16,2,0,0.0000000000
98,16,3,0,0.0000000000
98,17,1,0,0.0000000000
98,17,2,0,0.0000000000
98,17,3,0,0.0000000000
98,18,1,0,0.0000000000
98,18,2,0,0.0000000000
98,18,3,0,0.0000000000
98,19,1,0,0.0000000000
98,19,2,0,0.0000000000
98,19,3,0,0.0000000000
98,20,1,0,0.0000000000
98,20,2,0,0.0000000000
98,20,3,0,0.0000000000
98,21,1,0,0.0000000000
98,21,2,0,0.0000000000
98,21,3,0,0.0000000000
98,22,1,0,0.0000000000
98,22,2,0,0.0000000000
98,22,3,0,0.0000000000
98,23,1,0,0.0000000000
98,23,2,0,0.0000000000
98,23,3,0,0.0000000000
98,24,1,0,0.0000000000
98,24,2,0,0.0000000000
98,24,3,0,0.0000000000
98,25,1,0,0.0000000000
98,25,2,0,0.0000000000
98,25,3,0,0.0000000000
98,26,1,0,0.0000000000
98,26,2,0,0.0000000000
98,26,3,0,0.0000000000
98,27,1,0,0.0000000000
98,27,2,0,0.0000000000
98,27,3,0,0.0000000000
98,28,1,0,0.0000000000
98,28,2,0,0.0000000000
98,28,3,0,0.0000000000
98,29,1,0,0.0000000000
98,29,2,0,0.0000000000
98,29,3,0,0.0000000000
98,30,1,0,0.0000000000
98,30,2,0,0.0000000000
98,30,3,0,0.0000000000
98,31,1,0,0.0000000000
98,31,2,0,0.0000000000
98,31,3,0,0.0000000000
98,32,1,0,0.0000000000
98,32,2,0,0.0000000000
98,32,3,0,0.0000000000
98,33,1,0,0.0000000000
98,33,2,0,0.0000000000
98,33,3,0,0.0000000000
98,34,1,0,0.0000000000
98,34,2,0,0.0000000000
98,34,3,0,0.0000000000
98,35,1,0,0.0000000000
98,35,2,0,0.0000000000
98,35,3,0,0.0000000000
98,36,1,0,0.0000000000
98,36,2,0,0.0000000000
98,36,3,0,0.0000000000
98,37,1,0,0.0000000000
98,37,2,0,0.0000000000
98,37,3,0,0.0000000000
98,38,1,0,0.0000000000
98,38,2,0,0.0000000000
98,38,3,0,0.0000000000
98,39,1,0,0.0000000000
98,39,2,0,0.0000000000
98,39,3,0,0.0000000000
98,40,1,0,0.0000000000
98,40,2,0,0.0000000000
98,40,3,0,0.0000000000
98,41,1,0,0.0000000000
98,41,2,0,0.0000000000
98,41,3,0,0.0000000000
98,42,1,0,0.0000000000
98,42,2,0,0.0000000000
98,42,3,0,0.0000000000
98,43,1,0,0.0000000000
98,43,2,0,0.0000000000
98,43,3,0,0.0000000000
98,44,1,0,0.0000000000
98,44,2,0,0.0000000000
98,44,3,0,0.0000000000
98,45,1,0,0.0000000000
98,45,2,0,0.0000000000
98,45,3,0,0.0000000000
98,46,1,0,0.0000000000
98,46,2,0,0.0000000000
98,46,3,0,0.0000000000
98,47,1,0,0.0000000000
98,47,2,0,0.0000000000
98,47,3,0,0.0000000000
98,48,1,0,0.0000000000
98,48,2,0,0.0000000000
98,48,3,0,0.0000000000
98,49,1,0,0.0000000000
98,49,2,0,0.0000000000
98,49,3,0,0.0000000000
98,50,1,0,0.0000000000
98,50,2,0,0.0000000000
98,50,3,0,0.0000000000
98,51,1,0,0.0000000000
98,51,2,0,0.0000000000
98,51,3,0,0.0000000000
98,52,1,0,0.0000000000
98,52,2,0,0.0000000000
98,52,3,0,0.0000000000
98,53,1,0,0.0000000000
98,53,2,0,0.0000000000
98,53,3,0,0.0000000000
98,54,1,0,0.0000000000
98,54,2,0,0.0000000000
98,54,3,0,0.0000000000
98,55,1,0,0.0000000000
98,55,2,0,0.0000000000
98,55,3,0,0.0000000000
98,56,1,0,0.0000000000
98,56,2,0,0.0000000000
98,56,3,0,0.0000000000
98,57,1,0,0.0000000000
98,57,2,0,0.0000000000
98,57,3,0,0.0000000000
98,58,1,0,0.0000000000
98,58,2,0,0.0000000000
98,58,3,0,0.0000000000
98,59,1,0,0.0000000000
98,59,2,0,0.0000000000
98,59,3,0,0.0000000000
98,60,1,0,0.0000000000
98,60,2,0,0.0000000000
98,60,3,0,0.0000000000
98,61,1,0,0.0000000000
98,61,2,0,0.0000000000
98,61,3,0,0.0000000000
98,62,1,0,0.0000000000
98,62,2,0,0.0000000000
98,62,3,0,0.0000000000
98,63,1,0,0.0000000000
98,63,2,0,0.0000000000
98,63,3,0,0.0000000000
98,64,1,0,0.0000000000
98,64,2,0,0.0000000000
98,64,3,0,0.0000000000
98,65,1,0,0.0000000000
98,65,2,0,0.0000000000
98,65,3,0,0.0000000000
98,66,1,0,0.0000000000
98,66,2,0,0.0000000000
98,66,3,0,0.0000000000
98,67,1,0,0.0000000000
98,67,2,0,0.0000000000
98,67,3,0,0.0000000000
98,68,1,0,0.0000000000
98,68,2,0,0.0000000000
98,68,3,0,0.0000000000
98,69,1,0,0.0000000000
98,69,2,0,0.0000000000
98,69,3,0,0.0000000000
98,70,1,0,0.0000000000
98,70,2,0,0.0000000000
98,70,3,0,0.0000000000
98,71,1,0,0.0000000000
98,71,2,0,0.0000000000
98,71,3,0,0.0000000000
98,72,1,0,0.0000000000
98,72,2,0,0.0000000000
98,72,3,0,0.0000000000
98,73,1,0,0.0000000000
